Plate	Inplatecount	Sample	IgGTotal_RBD alpha	IgGTotal_N	IgGTotal_RBD beta	IgGTotal_RBD omicron	IgGTotal_RBD lambda	IgGTotal_RBD gamma	IgGTotal_zebra	IgGTotal_Eadp501	IgGTotal_RBD delta	IgGTotal_RBD wuhan	IgGTotal_AMA1	IgGTotal_MSP1	IgGTotal_HRPII	IgGTotal_Tetanus	IgGTotal_HCoV-229E	IgGTotal_HCoV-NL63	IgGTotal_HCoV-OC43	IgGTotal_pp28	IgGTotal_pp65	IgGTotal_EBNA1	IgGTotal_VCA	IgGTotal_FL spike	IgGTotal_BSA	IgGTotal_CelTos	IgGTotal_CSP	IgGTotal_HCoV-HKU1
PLATE1	1	HC19-KC012	2143.5	-14	-77.5	-42	-85.5	-33.5	-59.5	-67.5	194.5	533	37912	65744	8143.5	2483.5	19586.5	32428.5	59893.5	10956.5	163	40117	27812.5	327.5	361.5	5.5	312.5	20020.5
PLATE1	1	HC19-KC015	3269.5	6799	9267	1866.5	1921	11419	2907	2198	3456.5	2305.5	130126.5	151639.5	30935	82301	65427	88059.5	90733	35687	2255	111412	38566.5	2361	804	3972	47775	18333
PLATE1	1	HC19-KC016	1661	5701	297	1108	206.5	275	523	165.5	2628	1659	56870	78897	32900	18893	74213	90916.5	83010	8858.5	663	51751	25931	1263	438	4543	9203	13832.5
PLATE1	1	HC19-KC017	17979.5	18048	947	1073	46679	860.5	172	705	7649	2930	63279	71471.5	2807	35425	56265	57178.5	73390.5	11687	1877	47787	57338	2459.5	632	14183	29004	58515.5
PLATE1	1	HC19-KC019	277.5	1878	-198	-304	-182	-130	-103	-149.5	130	335	54401	72910	14867	827	53145	66626	70396	27416	596	35082	26182	13610	690	372.5	3642	1579
PLATE1	1	HC19-KC021	849	7380	-47	-71	-38	47	380	282	1294	686	101746	108533	3662	9487	8698	43193.5	80164.5	27598	1357	72910	16470.5	1536	576	1158	44758	40417
PLATE1	1	HC19-KC022	13368	1104	596.5	-398	-278	2018	4190.5	2703	1398	3278	25862	92310	23794.5	8585	35699.5	48643.5	54105	14950	2565	49832	48164	2479	735	773	42497	6852.5
PLATE1	1	HC19-KC024	2394.5	672	136	-12	68	216.5	330.5	295.5	492.5	2350.5	73296	151865	3738	35444.5	2373.5	13757.5	85634.5	15378.5	858	1885	1223.5	599.5	338.5	1120.5	9012.5	2131.5
PLATE1	1	HC19-KC025	2355.5	1227.5	586	-126	124	468	17	59	399	2061.5	32031	40874	13903	5691	19600.5	22091	49854	8180	638	55246.5	22239.5	577	439	3534	1195	49900
PLATE1	1	HC19-KC026	11200.5	7068	403	-44	12552	1031.5	449	-189	9618	1307	56414.5	186157	60322	3760	120909	135270	173361	11492.5	1796	8732.5	115436	2810	779	5924	40179.5	50428
PLATE1	1	HC19-KC027	132	151.5	27.5	70	173.5	49	21	22	193.5	272	37319	81213.5	18993	12727	51463	60146	71707.5	1366	444	57015	46664.5	999	384	451	6671	10017.5
PLATE1	1	HC19-KC028	4160.5	1078.5	589	-94.5	1159.5	235.5	-27.5	-56.5	1546	1921.5	31362.5	70161.5	697.5	5164	36892	32824.5	43381.5	5088.5	1556	53252.5	22588	3994.5	353.5	815.5	17469.5	38331.5
PLATE1	1	HC19-KC029	2204	1231.5	-73	-59.5	178	368	29585.5	50	2291	704	56559.5	66899.5	5183	2907.5	5186	41627	57531	14191	1339	37377	43204	1605	805	1446	23622	58582
PLATE1	1	HC19-KC030	795.5	-294.5	-723	-777.5	-772	-684.5	-711.5	-711	616	448	55693.5	115320.5	1316	22047	4161.5	28136.5	54083	5079.5	4296.5	87981	68752.5	277.5	1271.5	533.5	23326.5	2755
PLATE1	1	HC19-KC033	961.5	240	64	-42	133	132	304	-13	336.5	175	26887	85668	4180	21768	3079	16775.5	35158.5	12278	516	35204	31845	1098	282	523.5	3234	21905
PLATE1	1	HC19-KC035	933	205	-38	-27	76	34	327	-29	333	121	30187.5	97355	4729	22955	3408	16546	35180	12158	632.5	56899	31615.5	1098	306	495	3020	24589
PLATE1	1	HC19-KC036	1038	26706.5	132.5	325	218.5	446	13132	281	246.5	518	53190	72178	4461	58525	20308.5	21794	53075.5	6040	817	51247	11632	477	348	1427	19234	21565
PLATE1	1	HC19-KC038	4048	12425	564.5	613.5	285	742	3170	237	586.5	3856	85679	101845	15678	3149	66542	85325	73157	16135	1135	76150.5	88912	1709.5	637	249.5	7446	39556
PLATE1	1	HC19-KC039	3693	5501	991	32.5	368	440.5	1852	30	4513	1901.5	59490	85676	5825.5	9355	33646	53274.5	63557	8917	1360	24838	31499	1682	560	3219.5	5377	33566.5
PLATE1	1	HC19-KC040	1864	200.5	-77	-144	-89	41	-10	336	582	375	7130.5	79578.5	820.5	2521	18638	44047	101766	7483	633	77419.5	69753.5	1262	419	1090	539	79762
PLATE1	1	HC19-KC041	796.5	1459.5	-51	-184.5	41	-48.5	107	38	570	299.5	26434	16277	549.5	685.5	22355	18333.5	31038	2939.5	631.5	7213	21109.5	339	495	1716	1177	22663.5
PLATE1	1	HC19-KC047	929	615.5	1226	958	425	1552	59.5	57	631.5	811	85081	127023	8511	32377.5	14622	23569	65624.5	3905	992	47265	76101	761.5	469	10820.5	3512	25089
PLATE1	1	HC19-KC048	1260	839	844	115	19	113	2789	-59.5	359	600	37060	56049	3186	4740.5	12354.5	46417.5	55386	21705	448	42270	9443.5	939	368	1928	8730	19397.5
PLATE1	1	HC19-KC049	996.5	1287	272	-113.5	-39	199	4264.5	765	254	803	66452	95288.5	40665	759.5	91118	113031	109204	14316	1269	59779	47817.5	1258	636	910	18009.5	2834
PLATE1	1	HC19-KC050	3540.5	4743.5	473	246	6874	512	-11	38	2734	5542.5	28986	55721	13582.5	15994	34607.5	39337	45918	13195	640	35224	31625.5	1309	353	742	1286.5	46101
PLATE1	1	HC19-KC051	704.5	910	-2	111	14	83.5	-4	-38.5	362	408.5	42446	79417	8752	9022	46570	40549	51940	3353	593	87631.5	74276	1933.5	375	161	13825	52237
PLATE1	1	HC19-KC057	586.5	230	139	118	95	229	161	108.5	558	339	55461	76529	31229	2158	68360.5	69148	68109	7635	625	53816	30920	677.5	247	1877.5	1259.5	10208.5
PLATE1	1	HC19-KC058	3056.5	968.5	4170.5	2483.5	1522.5	3074.5	9501.5	1732.5	4146.5	1052.5	59187.5	69332.5	45660	3785.5	34612	30853	51486.5	31332.5	1950.5	40907	38987.5	1000.5	451.5	1267.5	18228.5	1955
PLATE1	1	HC19-KC059	1048	8981	571	669	471	502	30164	657	3071	799	135856.5	153908	23046.5	28918.5	3008	30804	94624	9690.5	1642	104609	65718.5	1933	478	3052	18076	2384
PLATE1	1	HC19-KC060	1323	549.5	580	276	487	530	304	2717.5	1895.5	506	115042	101789	14291	58248.5	77911	88788	134236	9957	1407	111592	53153.5	1115	533	1467	24259	13437
PLATE1	1	HC19-KC063	729	1103.5	584.5	149.5	246	916.5	1248.5	375.5	386.5	116.5	37663.5	61632.5	3846.5	5104.5	2430	14410.5	49202.5	6318.5	998.5	55029.5	40382.5	809.5	336.5	1863.5	8042.5	22868
PLATE1	1	HC19-KC064	1519	2311	-141	-411.5	-196	941	20377.5	1523	637.5	965.5	132068	168148	40394	58628	18218	44118	181333	22274	3819	112920	116439	4440	1056	2230	7407	113034
PLATE1	1	HC19-KC065	10864.5	3765.5	-339.5	-259.5	-195.5	-195	157.5	-153.5	3827	1011.5	68286.5	96163.5	18484.5	1484.5	2050	14233.5	84178	5428.5	1147.5	66937.5	53684.5	2215.5	629.5	2908.5	22529	16622.5
PLATE1	1	HC19-KC066	2994	1972	-59	200	313	198	7259.5	-121	2046.5	548	118426	176521.5	80243	3461.5	6665	36691	91497	11853.5	1074.5	59655	113558	4433	623	568.5	38770.5	28476.5
PLATE1	1	HC19-KC067	391.5	2206	-357.5	-325.5	-308.5	-206	27957	-297	156	290	56519.5	67441.5	321.5	14482	1365.5	29031	87161	4705.5	508	30573.5	88624	705.5	674	447	8078.5	1916.5
PLATE1	1	HC19-KC068	4363	-636	-1717	-1767	-1700	-1670	-1652.5	-1768	-1520	1591	16185	83421	-763	2637	19955	15865	53910.5	2700	-423	45250	41320	809	2095	-1262	-535	34796.5
PLATE1	1	HC19-KC069	1920	633	-43	-53	85	398.5	92.5	5	5519	687	48244	63713.5	3144	4383.5	4738	17385	85843.5	6624	1647	39778.5	31061	11048	415	924	23086.5	65141.5
PLATE1	1	HC19-KC070	3753	3114.5	4436	2410	2070	5830.5	7054.5	1008	1659.5	1426	134486	127334	25823	7036.5	21824.5	28987.5	100920	12250	4036.5	103604.5	88809.5	7712	1060	3855	20339	28394
PLATE1	1	HC19-KC071	751	640	-20	-200	-179	-103	4093	-189	346	672.5	27791	45386	8096.5	7697	8347	8130	30521.5	1599	649	29287.5	17074	317	543	464	11250.5	20307.5
PLATE1	1	HC19-KC072	1306	2176.5	-101	-230	-188	125	105.5	-119	564.5	666.5	28390	107816	7243	7185	40923	61476	92073	39015	1398	85103.5	87285.5	2344.5	607	247	3144	47401
PLATE1	1	HC19-KC073	1801.5	380.5	798.5	340	1516.5	1642	4170	22.5	847.5	441.5	27519.5	59749.5	13413.5	9901.5	15139.5	21464	56710.5	4104	679	29816	23144	647.5	460.5	7697.5	3531.5	6275
PLATE1	1	HC19-KC074	4029	396	8643	1135.5	4644	3368.5	611.5	484	1740	931.5	119804	102712	1421	36744.5	6947	17504	71270	21628.5	1119	79542	79942	936.5	410	1159	88499.5	6438
PLATE1	1	HC19-KC075	1475	300	34	212.5	2971	74	17.5	-108.5	2054	1083	50392.5	88175	1694.5	8540	39516	27006	74133.5	8202	859	62046.5	48130.5	1822.5	460	1448.5	14393	67473
PLATE1	1	HC19-KC076	-118	-280	-423	-426	-372	-300.5	-396	-431	-213	294	35666	56950.5	3491.5	1022.5	43046	34797.5	65507.5	8111.5	787.5	46428	14749	1481	723	-202	5472	39790
PLATE1	1	HC19-KC077	5119.5	3391.5	527.5	959	12.5	683	153	84.5	1376.5	1805.5	49447.5	96449.5	5000.5	18474.5	1887.5	13450	43986.5	21776.5	815.5	60758	52040.5	2738	388.5	779.5	27248.5	41061.5
PLATE1	1	HC19-KC078	939	382	21	852	82.5	162	86	37	749	672	91244	126078.5	9020	23939	7368	25527.5	45418	5692	1110	90193	84309	1503	396	932	10643	8458
PLATE1	1	HC19-KC081	594	211	826.5	-370.5	-320	2829	482.5	-274	310	254	34253.5	53196	186	6860	19652	29181	33259.5	5475	338	54373	44158.5	892	593	677.5	9670	14880
PLATE1	1	HC19-KC082	1159.5	5153	405	269	640	253.5	1382	3299	2133.5	1172.5	55462	58341.5	501	1802	34509	26237	60169	1614	208	47362	54982.5	361	406	587	3946	32041
PLATE1	1	HC19-KC083	576	105	58.5	495.5	205	146.5	3532	95	1020	346	50378	73136.5	2355	44517	2700	16240	56307.5	4010	780.5	66624	7177	736	235	418	66772.5	56810
PLATE1	1	HC19-KC084	1400	10505	83	70.5	31	152	61	77	367	837.5	60632.5	71429.5	5596	28551.5	8272	33007	62814.5	13597.5	510	55068.5	35932	800	354	5814	12597	18360
PLATE1	1	HC19-KC086	4939	1294.5	1240	-161.5	1573.5	665.5	-222	-29	2306	2394	58262.5	32567.5	2014	13794	44986	45512	45843	20514	890.5	64797	4573	929	645	1943	13258	2610
PLATE1	1	HC19-KC087	176	1146.5	-301	-802.5	-590	638.5	-653	-748.5	286	910	69525	85634	19050	1022	29378	31663	48937	8025	437	53278.5	27252.5	1632	1287	638	42596	31811.5
PLATE1	1	HC19-KC088	602.5	23402.5	6802.5	-329.5	-199	6426.5	5.5	-316.5	140	251.5	67571	124867.5	28771.5	20020.5	4208.5	9964.5	43636	3183	273.5	26338.5	62612.5	420.5	590.5	363.5	1199.5	37820.5
PLATE1	1	HC19-KC089	2828	2807	4439	1368.5	2317	7668	10347	-134	2253	1698.5	55694.5	86519.5	18895	4544	5985	24105	66903	31588	870	60390	46726	4884	939	10253	37426	26789.5
PLATE1	1	HC19-KC090	476	893	-93	1125	325	-54.5	520.5	228	545	259	3347	64833.5	992	2837.5	32398	47821	63931	14682.5	1079	44485	38796	717.5	415	466	184.5	1908.5
PLATE1	1	HC19-KC091	15235	2257	2295	-384	22090	3577	-590	-422.5	9301.5	1634	33995	49761	4856	7849.5	2683.5	15446	20902	17337	202	22581	25460	18.5	943	550	10467.5	18765
PLATE1	1	HC19-KC092	1465.5	1048	724.5	279.5	269	265.5	-132	-215	2429.5	523.5	26442.5	47041.5	6692.5	6742.5	5753.5	10791.5	17976.5	12231.5	406.5	31046.5	26339.5	402.5	463.5	16856.5	10709	19816
PLATE1	1	HC19-KC093	1410.5	117.5	41.5	288.5	48	231.5	2214.5	23.5	726.5	327.5	40975.5	105161	1988.5	14756	3701.5	24466.5	50252.5	3281.5	812.5	68783.5	63962.5	1191.5	314.5	617.5	11533.5	71503.5
PLATE1	1	HC19-KC094	2209.5	2980.5	3899.5	72.5	5846.5	2182.5	288.5	1541.5	4278.5	1792.5	72934.5	115195.5	28982.5	4865.5	5709.5	15267.5	48621.5	48004.5	1576.5	72123	53968.5	1979.5	825.5	2632.5	67542	25132
PLATE1	1	HC19-KC095	1107	10907.5	1	-88.5	-78	30	3040	71	150	748	54622	83333.5	53228.5	10298.5	6564	12632	59146	15552	1500	39450	52897	2927.5	355	708	3185	3862
PLATE1	1	HC19-KC096	394	529.5	-1226	-1176	-1093	-901	2054	-1028	-445	638	71765	124571	12954	38861	22134	68554.5	20603	7779	855	71970	74929	3176	1721	46	23117	2225
PLATE1	1	HC19-KC097	13572	692.5	90.5	41.5	1326.5	240.5	128	274.5	1220.5	5749.5	117478.5	156723.5	34076	82746.5	5074	28729	137666.5	6502.5	805	118289.5	145904	1021.5	393.5	5094.5	6351	33287.5
PLATE1	1	HC19-NM031	18231	1008	5814.5	-204	-160.5	4316	-153	-201	45	98.5	1194	93339	234	62982.5	11635.5	47833	82634	4808	3586	79663.5	55625.5	824	506	296.5	10596.5	54380
PLATE1	1	HC19-NM032	500	637.5	-28	-178.5	94.5	2	426.5	70.5	602.5	230	8193	45897	550	18888	4485	25629	118902.5	7467.5	922	103935.5	76458.5	1410	466	192	879	140313
PLATE1	1	HC19-NM033	522	241.5	-65	-83.5	-155	13.5	841	-54	93	326.5	2741	63574	506.5	4481.5	3146	41009.5	133529	15574	1673	64499	59678	3891	509	532	285.5	126754
PLATE1	1	HC19-NM034	2046.5	-110.5	-542.5	-871.5	-713.5	-504.5	244.5	-556.5	323	936	5724.5	24766.5	-84.5	3294.5	28457	98995	168755.5	20345	497	92025.5	99063.5	1811	1202.5	-140	1082	141050.5
PLATE1	1	HC19-NM035	-435.5	-374	-961.5	-1072.5	-903	-940	-1111	-1112	-646	145	3198	26321	-656	885	3717	38843	96265	2353	544	104788	125627	1163	1419	-508	280	39117
PLATE1	1	HC19-NM036	570	-41.5	-53.5	-197.5	-92	61.5	-288.5	-319	213.5	389	11776	49422	290.5	3322	8086	43390	132253.5	8266	2552	82566	82760	4586	665	27	2757	114282
PLATE1	1	HC19-NM037	9371	548	-72	-7.5	1375.5	17	757.5	563	64178	9213.5	10739	85725	2766	17450	55986.5	63058	111877.5	35707	1260	77328.5	66600	1426.5	579	197.5	1067	98556
PLATE1	1	HC19-NM038	2333.5	17932	-455.5	-720.5	-630.5	-397.5	-558.5	-445	1282	1556.5	8789.5	136843.5	1498.5	7346	47271.5	58673.5	158985.5	16812.5	2493.5	107389.5	110143	5994	1170.5	1465.5	663.5	140100
PLATE1	1	HC19-NM039	3404.5	519.5	3	-141	86.5	6	-78.5	-31	1348.5	1609.5	4317.5	118104.5	2567.5	11509	9460.5	23459.5	91438.5	11459.5	772.5	89130.5	112632	1238	441.5	1023	381.5	118664
PLATE1	1	HC19-NM040	457.5	889	102.5	-71	-1	131.5	8620.5	62.5	514.5	233.5	1228.5	41643.5	308	12015.5	16393.5	44362.5	131123.5	2048.5	808.5	96802.5	36604.5	880.5	629.5	251.5	407.5	129021.5
PLATE1	1	HC19-NM041	21991.5	-164.5	-316.5	-159.5	-145.5	-282	-395.5	-203.5	3353.5	29600.5	7946.5	53799.5	106	3777.5	15822.5	21843.5	85126.5	12022.5	3017.5	6560.5	2253.5	8096.5	949.5	483.5	439.5	32411.5
PLATE1	1	HC19-NM042	1763.5	-436.5	-434	-787.5	-611.5	-428.5	1027	-537.5	-59	625	3227.5	35256.5	-311.5	2251.5	71885.5	70023	127959.5	5502.5	1449.5	91125.5	91445	3018.5	1097.5	64.5	101.5	62425.5
PLATE1	1	HC19-NM043	2475.5	190	-98	-221	-82	-91	12928	-38	565	673	46791.5	32693	485	21268	16355	55543	75102	21667.5	2705	91806	89521	957.5	554	827	1081.5	62295
PLATE1	1	HC19-NM044	1441	441.5	-67.5	-78	-155.5	-74	1124	-159.5	972	470	2048.5	45001	257	11788	69381.5	40591	72877.5	45412.5	1809.5	46737.5	48600	3702.5	493.5	587.5	141.5	50233.5
PLATE1	1	HC19-NM045	260	289	4	323.5	11	76	454.5	358.5	563	153	1996	79709.5	353	5064	29200	58219	101999.5	1434	599	55808.5	52369.5	1135	414	452	2243	57739
PLATE1	1	HC19-NM046	211	751	-65	187.5	-139	-62	11024	152.5	156	231	2915.5	25030	170	3804	15071.5	35164	122782	3805	567	85616.5	70455	924.5	471	432	1326	21031
PLATE1	1	HC19-NM047	-408	-896	-988	-991	-984	-797	15.5	-960	-473	17	706	22255	-846	1359.5	21158	45288	111290	25431	275	62082	48555	1037	1235	-266.5	-144	38890
PLATE1	1	HC19-NM048	325	480	-96	8.5	-70	19	-9	19.5	289	346	850.5	43235	172	13735	40710	51598	76459	6673.5	651	41841	7898.5	945.5	340	331	243	3550
PLATE1	1	HC19-NM049	1743.5	78	-206	-224	-209	-9	-212	-218	150	133	1526	38955	20	32774	47044	47021	105723	15772	1012	81639	23943	1422	484	16	522	60845
PLATE1	1	HC19-NM050	2372	2545.5	6023	1926	1979	11641	579	277	558.5	275	14969.5	47710	3110	15823	47630	45596.5	104149	4523	1493	53502.5	18965	2726	755	11	718.5	37336
PLATE1	1	HC19-NM051	29810	52043	2131.5	306	3176	1716.5	3624.5	-76	3185	2125.5	55859	79074	27685	12744	8751	30666.5	55241.5	4801	691	47930	44228	4260.5	855	8024	16956.5	37099
PLATE1	1	HC19-NM052	2530.5	458.5	900	882	497.5	879.5	601.5	-161.5	2417	770	92644	127833	29989.5	4964.5	3500.5	29429.5	88736.5	13059	1114.5	67280.5	81379	1286.5	995.5	7071.5	15594	14266
PLATE1	1	HC19-NM053	6574.5	602.5	6579	3547.5	5607	10879.5	105	105.5	5826	1161	56220	78430	10280	15983.5	5184	26138	46360	9120.5	964	60756	34227	1558	368	6893	2468	12257
PLATE1	1	HC19-NM054	1098.5	79.5	-162.5	-252	-97.5	-41.5	115.5	-148.5	658	315.5	3330.5	50545	476	3190.5	41176.5	52682	85185.5	36698	722.5	60187.5	52533.5	1051.5	547.5	306.5	681.5	60393.5
PLATE1	1	HC19-NM055	3157.5	-52.5	-126	-263.5	-170.5	-140	-230.5	-189	4630.5	873.5	1055	27355	-18	1285.5	24453.5	20454.5	79304.5	7618.5	532	58202.5	37066.5	639.5	590.5	389.5	292	70815.5
PLATE1	1	HC19-NM056	-8189.5	-9238	-9178	-9281.5	-9160.5	-9041.5	-8528.5	-9410	-8731.5	2000.5	-6238	24267.5	-9153	-3911	26540.5	13504.5	104653.5	9814.5	-4070.5	52613	49059.5	-2727	9916.5	-1858	-2886	62997.5
PLATE1	1	HC-201K	29241.5	297.5	10508.5	639.5	9702.5	10920.5	-183.5	-156.5	21004	17348	1985.5	41877.5	-2	7096.5	5053.5	22672	50629	24762.5	852.5	2329.5	3949.5	15874.5	486.5	184.5	203.5	34325.5
PLATE1	1	HC-202K	20884	7422	8964	10909	4427	6963	22757.5	-367	24266	12670	2255	18690	-338	7158	87149	97420.5	78615	29236	1228	60335	52897	16691	1052	1615	957	32355
PLATE1	1	HC-203K	431.5	63.5	-91.5	106.5	-137.5	-29.5	-138	-143	191.5	412.5	1284	27390.5	42.5	19895.5	2017.5	12523.5	55884.5	5263.5	398.5	66006.5	82892.5	988	395.5	222.5	564.5	21357.5
PLATE1	1	HC-204K	75920	71853	53927	66689	51699	50465	20657.5	-214	100461	46969	7793	22108	45	7367.5	9509	45232	6950	4725	728	71944	83438	30848.5	559	327.5	182	2248
PLATE1	1	HC-205K	9028	7695	5617.5	2049	3948	4376	461	-214	38294	5458.5	1325.5	26824	-115	7143.5	11902	67565.5	115184.5	50964.5	695	101989	131637	13866	642	753	635	72067
PLATE1	1	HC-206K	7134	595	828	364	638	794.5	10709.5	-231	5678.5	2137	1369	55341.5	155	19067	48440.5	22323	68034	27932.5	1141	101121	85743	4324	630	-119	350	48189
PLATE1	1	HC-207K	-1585.5	-2274.5	-2346	-2120	-2345.5	-2319.5	-2424.5	-2244.5	-1820.5	-469.5	-1365.5	52220.5	708.5	412.5	775.5	-935.5	5739	4420	-1427	1791.5	298.5	-1183.5	2779.5	-2019.5	-1946	2392.5
PLATE1	1	HC-208K	33813	3650	18755	36007	17955	15010	56	-113	106088	19852	5565.5	59188.5	551	12084	12422	54104	124071	21063	2310	91852	97622	36235	576	657.5	353	29540.5
PLATE1	1	HC-209K	2047	3849.5	971	5540.5	13.5	680	17074	-1045.5	11027	1459	155	34257	-795	725	3597	56250	138944	13175	-419.5	75570	76930	9789.5	1446	-828	-819	20581.5
PLATE1	1	HC-210K	6277.5	3275.5	984.5	244.5	880.5	1197	590.5	79.5	5221	3121	1184	22054.5	170.5	763.5	8660.5	38826.5	126033.5	6805.5	560	88410.5	121086.5	13981.5	338.5	420	851	61333.5
PLATE1	1	HC-211K	14571	16017	14853	7888.5	3107	11732	65.5	-256.5	20187.5	6647	1413	27065	-82.5	783.5	18565	55799.5	56736	6204	426.5	49573	47402	15279	606	176	17	53480
PLATE1	1	HC-212K	121047.5	88532	122418.5	99477.5	104344	100562.5	1801.5	-105.5	125023.5	103099	3025.5	36639.5	117	5608.5	3458	2896.5	9945.5	10593.5	1237	92210.5	108708.5	82602.5	514.5	1182.5	1867	1968.5
PLATE1	1	HC-213K	9728.5	1472.5	6133.5	10365	1746.5	3908.5	126.5	-219.5	13019.5	5110	2187.5	44450.5	68.5	3988.5	9576	62627.5	150691.5	4218.5	869	112932	129486.5	10863	575.5	690.5	445.5	58731.5
PLATE1	1	HC-214K	106657	27733	61242	13214	86103	51291	-39	-105	106028.5	85726	1944	55267	391	5384.5	5965	62281.5	118870	7878	814	61871	57986	62213	510	350.5	497	14272.5
PLATE1	1	HC-215K	30058.5	1341	14013.5	16063	10208	14796	7792.5	-43	46750	22095	1380	62471	472	3973	62116.5	57124	120464	1046	2686	96334.5	71200	32149	458	6413	1353	6681
PLATE1	1	HC-216K	62852	3625	24395.5	3819	28908	28188	185	161	59287	36140	2060	53415	610	6877	5159	4540	172886	3052	826	120993.5	44252	55482.5	397	241	413.5	133664
PLATE1	1	HC-217K	63803.5	69355.5	47613.5	43717.5	42278.5	38919.5	7571.5	-428.5	107366.5	40736	219	27631.5	-245	3820	15103.5	60890	114712.5	17703	923.5	82825.5	84550.5	37868.5	862.5	32	69.5	119442.5
PLATE1	1	HC-218K	15898	8992	8519	16463.5	6258	6332	-19	88	48373.5	9958	3732	30334	133	23136	18657.5	74114	166702	15519	1655	101340	79095.5	22907	491	315.5	634	36320
PLATE1	1	HC-219K	5181.5	17576.5	2472.5	8782.5	2560.5	1914	1044	-0.5	16045.5	14312.5	7057.5	32428.5	334.5	13582.5	89850.5	119772.5	132351.5	16059.5	2891.5	73113	64121.5	18055.5	315.5	242	117.5	14555
PLATE1	1	HC-220K	17464	8344.5	8357.5	14760.5	7371	11295	118	-36.5	36327	8754	2688.5	36635.5	271.5	1569.5	5856	44861	116541.5	4180.5	1434	84437.5	56149	79593.5	427.5	693	452.5	63587
PLATE1	1	HC-221K	20955	19492.5	12032.5	2346	16430.5	8071.5	-151	-118.5	39188.5	14217.5	1910.5	55321	249.5	434.5	30026.5	59114.5	100975.5	13689.5	821.5	56829.5	39485.5	22988.5	661.5	129.5	3.5	42273.5
PLATE1	1	HC-222K	62171	34008.5	44668	55088	41435	39356	36	62	89705.5	43000.5	325.5	48016	466	1271	59269	38396	91054	15946	358	62365.5	62411	60915	392	1025	195.5	1684.5
PLATE1	1	HC-223K	11635.5	3772.5	6184	1138.5	8049.5	5884	-30.5	-50	13929.5	6127.5	147	14525.5	53.5	210.5	23610	29722.5	79695.5	2237.5	163	47933.5	46357.5	5024.5	302.5	53	129.5	64008.5
PLATE1	1	HC-224K	45746	54589	33018.5	39850.5	31259	29408	27	-170	74468.5	28311	1065	35612	52	723	4347.5	28597.5	50247.5	1044	447.5	40365	55434	33121.5	411	1624	158.5	2576
PLATE1	1	HC-225K	1384.5	758	240.5	2205.5	64.5	127	979.5	-73.5	1198.5	745.5	1973.5	54047	228.5	2948.5	55760.5	32842.5	99861	4292.5	941.5	52002	63347.5	1828.5	861.5	195.5	653.5	7849.5
PLATE1	1	HC-226K	27811	11526	17140	23161.5	14640.5	13715	2494	-1123	62338	15803.5	83	45588.5	-766	666	4011	55528	121827.5	15061	-16	18134	123347	26577.5	1551	786.5	386	4742
PLATE1	1	HC-227K	31460	5026	17453	1807.5	17452.5	16927	-34.5	-100	31414	20183	1805	85945.5	307	4437	6646	21325.5	64112	5894	829	21908	52950	22479.5	439	1579	533	5000
PLATE1	1	HC-228K	25958.5	4763.5	31968.5	21845.5	15287.5	25889.5	-1170	-1338.5	59068.5	16727.5	-77	32219	-1148	1492.5	20885.5	19674.5	89344	22485.5	-16.5	49402.5	29877.5	23147.5	1621.5	246.5	928	27512.5
PLATE1	1	HC-229K	8697.5	20351	5322	2648	3008	3918	1990	-7	25206.5	4503	1694	36015	71	25789	7323	13189.5	131150.5	18203	1715	121062.5	82366	8204.5	374	600.5	928	9571
PLATE1	1	HC-230K	55603.5	10592.5	39516.5	17957.5	34215.5	37917.5	784.5	49.5	65326	39333.5	482.5	27314.5	238.5	833.5	51307.5	16048.5	75665.5	8448	281	34958	41161.5	42955.5	219.5	460.5	414.5	75254.5
PLATE1	1	HC-231K	574.5	70	0	-105	-6	7	2615.5	97	270	346.5	1642.5	37355	195.5	527	5163	30466	89796	1894.5	570	59725	87739.5	670	279	779	751	1796
PLATE1	1	HC-232K	8903	9533	4893	18368	3863	4435	284	134	20916	4555	640	41298.5	407	4226.5	4372	35746	125409	716	569.5	87661	40132.5	14169	266	4910	254	3016.5
PLATE1	1	HC-233K	29310	13389.5	12125	1268	17531	10089.5	-21	18	27299	20616	1393	15972	110	1639	56558.5	41786	84356	4047	602.5	36645	73182	21655	235	647.5	392	39113
PLATE1	1	HC-234K	9209.5	1122	6027.5	6671.5	949.5	5568.5	-123.5	-136.5	8004	6228	2332.5	33209.5	108.5	8915.5	55442.5	46028.5	95762	2341.5	966.5	47765.5	87296	13069.5	402.5	344.5	391.5	50621.5
PLATE1	1	HC-235K	47049.5	15852.5	25993.5	7577.5	37509.5	24691	7.5	-31.5	54007.5	33533.5	891.5	13427.5	57	781	9576	26610.5	51163	1706.5	712.5	34550.5	25445.5	28164	215.5	356.5	191.5	3659.5
PLATE1	1	HC-236K	101116	64464.5	81625	62122.5	61688.5	67824	-1781.5	-1767.5	109981.5	65539	3501	31652	-1286	-208.5	52308	52754	108908	10537	334	81191	81179	58638	2166	368	368	28156
PLATE1	1	HC-237K	17477.5	7696	11856	30421.5	11500	11592	32	-162	45960	10963	5954	43423.5	255.5	8637	23681	40990	175805	6408	3195.5	103393	139314	30068	597	79	32867	22550
PLATE1	1	HC-238K	49355.5	29087	32286	50817.5	30366.5	32537	-539	-447	110216	29338	1969	29064	-325	1440.5	5708	22849	101933	2799.5	1604	126028	9582	26208	915	536	828	26208
